state,state_abbreviation,year,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,voter_turnout_ratio
Telangana,TG,2014,Adilabad ,GODAM NAGESH,M,49.0,ST,TRS,Car,425762,5085,430847,1386282,31.079318637910614
Telangana,TG,2014,Adilabad ,NARESH,M,37.0,ST,INC,Hand,257994,1563,259557,1386282,18.72324678528611
Telangana,TG,2014,Adilabad ,RAMESH RATHOD,M,48.0,ST,TDP,Bicycle,182879,1319,184198,1386282,13.287195534530493
Telangana,TG,2014,Adilabad ,RATHOD SADASHIV,M,55.0,ST,BSP,Elephant,94363,57,94420,1386282,6.81102401964391
Telangana,TG,2014,Adilabad ,NETHAWATH RAMDAS,M,44.0,ST,IND,Auto- Rickshaw,41028,4,41032,1386282,2.9598595379583665
Telangana,TG,2014,Adilabad ,PAWAR KRISHNA,M,33.0,ST,IND,Bat,5051,4,5055,1386282,0.36464442299618693
Telangana,TG,2014,Adilabad ,BANKA SAHADEV,M,53.0,ST,IND,Gas Cylinder,4780,7,4787,1386282,0.34531213706879266
Telangana,TG,2014,Adilabad ,MOSALI CHINNAIAH,M,40.0,ST,IND,Almirah,8842,17,8859,1386282,0.6390474665327833
Telangana,TG,2014,Adilabad ,None of the Above,,,,NOTA,NOTA,17021,63,17084,1386282,1.2323610924761341
Telangana,TG,2014,Peddapalle ,DR.JANAPATI SARAT BABU,M,42.0,SC,TDP,Bicycle,63174,160,63334,1425355,4.443384279705757
Telangana,TG,2014,Peddapalle ,TAGARAM SHANKAR LAL,M,37.0,SC,BSP,Elephant,9430,19,9449,1425355,0.6629225701667304
Telangana,TG,2014,Peddapalle ,BALKA SUMAN,M,31.0,SC,TRS,Car,563214,2282,565496,1425355,39.67404611482753
Telangana,TG,2014,Peddapalle ,G. VIVEKANAND,M,56.0,SC,INC,Hand,273441,897,274338,1425355,19.246994608360723
Telangana,TG,2014,Peddapalle ,KALVALA SHANKAR,M,44.0,SC,PPOI,Television,9288,2,9290,1425355,0.6517674544236348
Telangana,TG,2014,Peddapalle ,KALVALA SANJEEV,M,37.0,SC,RPI,Sewing Machine,8609,0,8609,1425355,0.6039898832220745
Telangana,TG,2014,Peddapalle ,BOTHA VENKATA MALLAIAH,M,58.0,SC,BCUF,Chappals,2245,0,2245,1425355,0.15750462165565773
Telangana,TG,2014,Peddapalle ,J.V. RAJU,M,50.0,SC,NIP,Cup & Saucer,3020,0,3020,1425355,0.2118770411581676
Telangana,TG,2014,Peddapalle ,VENKATA SWAMY INJAM,M,42.0,SC,MaSP,Ring,3861,5,3866,1425355,0.2712306758667139
Telangana,TG,2014,Peddapalle ,VELTHURU MALLAIAH,M,57.0,SC,RP(K),Auto- Rickshaw,45976,1,45977,1425355,3.2256525567314807
Telangana,TG,2014,Peddapalle ,KAMILLA JAYA RAO,M,43.0,SC,IND,Scissors,2741,1,2742,1425355,0.19237312809791243
Telangana,TG,2014,Peddapalle ,GADDALA VINAY KUMAR,M,65.0,SC,IND,Ceiling Fan,3263,3,3266,1425355,0.229135899477674
Telangana,TG,2014,Peddapalle ,GORRE RAMESH,M,43.0,SC,IND,Gas Cylinder,2359,2,2361,1425355,0.1656429450908721
Telangana,TG,2014,Peddapalle ,JINNA RAMADEVI,F,37.0,SC,IND,Battery Torch,9199,0,9199,1425355,0.6453830800046304
Telangana,TG,2014,Peddapalle ,THALLAPALLI SRINIVAS,M,35.0,SC,IND,Candles,3698,1,3699,1425355,0.25951429643843116
Telangana,TG,2014,Peddapalle ,BUPELLI NARAYANA,M,30.0,SC,IND,Bat,7255,3,7258,1425355,0.5092064783860862
Telangana,TG,2014,Peddapalle ,MOUTAM RAVINDER,M,33.0,SC,IND,Almirah,2671,3,2674,1425355,0.18760238677382127
Telangana,TG,2014,Peddapalle ,None of the Above,,,,NOTA,NOTA,5344,17,5361,1425355,0.3761168270360717
Telangana,TG,2014,Karimnagar ,CHENNAMANENI VIDYA SAGAR RAO,M,73.0,GEN,BJP,Lotus,213836,992,214828,1550810,13.852631850452344
Telangana,TG,2014,Karimnagar ,PONNAM PRABHAKAR,M,47.0,GEN,INC,Hand,298386,2320,300706,1550810,19.390254125263574
Telangana,TG,2014,Karimnagar ,BURLA. RAVI,M,42.0,GEN,NCP,Clock,4768,1,4769,1550810,0.30751671707043415
Telangana,TG,2014,Karimnagar ,B. LAXMAN,M,53.0,SC,BSP,Elephant,11289,39,11328,1550810,0.7304569869938935
Telangana,TG,2014,Karimnagar ,VINOD KUMAR BOINAPALLY,M,54.0,GEN,TRS,Car,503197,2161,505358,1550810,32.58671275011123
Telangana,TG,2014,Karimnagar ,DR.DHARMAIAH VENDAVETLA,M,61.0,SC,BMUP,Cot,3771,1,3772,1550810,0.24322773260425198
Telangana,TG,2014,Karimnagar ,L. PRABHAKAR REDDY,M,48.0,GEN,PPOI,Television,3942,1,3943,1550810,0.25425422843546275
Telangana,TG,2014,Karimnagar ,MEESALA RAJI REDDY,M,44.0,GEN,YSRCP,Ceiling Fan,3071,4,3075,1550810,0.19828347766650975
Telangana,TG,2014,Karimnagar ,RANAVENI LAKSHMAN,M,41.0,GEN,NIP,Cup & Saucer,2061,1,2062,1550810,0.1329627742921441
Telangana,TG,2014,Karimnagar ,REDDI MALLA SRINIVAS,M,46.0,SC,RPI(A),Sewing Machine,8033,1,8034,1550810,0.5180518567716226
Telangana,TG,2014,Karimnagar ,SHAIK MAHMOOD,M,58.0,GEN,WPOI,Auto- Rickshaw,39300,8,39308,1550810,2.5346754276797285
Telangana,TG,2014,Karimnagar ,UPPULETI.LAXMAN,M,49.0,SC,IND,Bat,2445,0,2445,1550810,0.1576595456567858
Telangana,TG,2014,Karimnagar ,KANDEM PRABHAKAR,M,45.0,GEN,IND,Gas Stove,4727,1,4728,1550810,0.304872937368214
Telangana,TG,2014,Karimnagar ,PULIKOTA RAMESH,M,34.0,SC,IND,Battery Torch,1772,1,1773,1550810,0.11432735151308025
Telangana,TG,2014,Karimnagar ,MALLESH YADAV BARLA,M,26.0,GEN,IND,Coconut,2757,0,2757,1550810,0.17777806436636337
Telangana,TG,2014,Karimnagar ,MOHAMMED AMJAD MOHIUDDIN,M,45.0,GEN,IND,Kite,6713,0,6713,1550810,0.43287056441472527
Telangana,TG,2014,Karimnagar ,SRINIVAS REDDY LINGAMPALLY,M,41.0,GEN,IND,Carrom Board,3851,0,3851,1550810,0.24832184471340782
Telangana,TG,2014,Karimnagar ,None of the Above,,,,NOTA,NOTA,5722,12,5734,1550810,0.3697422637202494
Telangana,TG,2014,Nizamabad,ENDALA LAKSHMINARAYANA,M,51.0,GEN,BJP,Lotus,222876,2457,225333,1496193,15.060423354473654
Telangana,TG,2014,Nizamabad,KALVAKUNTLA KAVITHA,F,36.0,GEN,TRS,Car,435706,3601,439307,1496193,29.36165320917823
Telangana,TG,2014,Nizamabad,TALARI RAMULU,M,46.0,SC,BSP,Elephant,7398,23,7421,1496193,0.4959921614390657
Telangana,TG,2014,Nizamabad,MADHU YASKHI GOUD,M,56.0,GEN,INC,Hand,270948,1175,272123,1496193,18.18769369994379
Telangana,TG,2014,Nizamabad,ABDUL GANI,M,39.0,GEN,BCUF,Chappals,4791,0,4791,1496193,0.32021269983217404
Telangana,TG,2014,Nizamabad,BANJA VEERAPPA,M,53.0,GEN,PPOI,Television,3649,2,3651,1496193,0.2440193210367914
Telangana,TG,2014,Nizamabad,MALIK MOHTASIM KHAN,M,47.0,GEN,WPOI,Auto- Rickshaw,43738,76,43814,1496193,2.928365525035874
Telangana,TG,2014,Nizamabad,RAPELLY SRINIVAS,M,39.0,GEN,AAAP,Broom,2613,8,2621,1496193,0.17517793493219122
Telangana,TG,2014,Nizamabad,SAGAR SUDDALA,M,32.0,SC,BMUP,Cot,1952,26,1978,1496193,0.13220219583970785
Telangana,TG,2014,Nizamabad,SINGAREDDY RAVINDRA REDDY,M,46.0,GEN,YSRCP,Ceiling Fan,3508,21,3529,1496193,0.23586529277974164
Telangana,TG,2014,Nizamabad,ABDUL KAREEM KHAN (BABU),M,44.0,GEN,IND,Bat,1599,2,1601,1496193,0.10700491179948042
Telangana,TG,2014,Nizamabad,KANDEM PRABHAKAR,M,45.0,GEN,IND,Gas Stove,3988,2,3990,1496193,0.2666768257838394
Telangana,TG,2014,Nizamabad,KOTAPATI NARSIMHAM NAIDU,M,56.0,GEN,IND,Gas Cylinder,2458,4,2462,1496193,0.16455096367915104
Telangana,TG,2014,Nizamabad,S. CHANDRAIAH,M,66.0,GEN,IND,Cup & Saucer,2817,0,2817,1496193,0.18827784918122195
Telangana,TG,2014,Nizamabad,CHIRULINGADRULA VENKATESHAM,M,40.0,GEN,IND,Coconut,3091,0,3091,1496193,0.20659099461098934
Telangana,TG,2014,Nizamabad,BAGWAN B,M,49.0,ST,IND,Almirah,8129,0,8129,1496193,0.5433122598488297
Telangana,TG,2014,Nizamabad,None of the Above,,,,NOTA,NOTA,7244,22,7266,1496193,0.48563253537478124
Telangana,TG,2014,Zahirabad,B.B. PATIL,M,58.0,GEN,TRS,Car,505983,2678,508661,1445354,35.19283165231493
Telangana,TG,2014,Zahirabad,K.MADAN MOHAN RAO,M,44.0,GEN,TDP,Bicycle,156807,690,157497,1445354,10.896776844980538
Telangana,TG,2014,Zahirabad,SYED FEROZUDDIN,M,46.0,GEN,BSP,Elephant,8165,15,8180,1445354,0.5659513171167755
Telangana,TG,2014,Zahirabad,SURESH KUMAR SHETKAR,M,53.0,GEN,INC,Hand,362939,1091,364030,1445354,25.18621735574814
Telangana,TG,2014,Zahirabad,MARRI DURGESH,M,30.0,SC,RPI(A),Sewing Machine,18027,0,18027,1445354,1.247237700936933
Telangana,TG,2014,Zahirabad,MAHMOOD MOHIUDDIN,M,44.0,GEN,YSRCP,Ceiling Fan,12369,14,12383,1445354,0.8567451295668743
Telangana,TG,2014,Zahirabad,DR. SUNEEL KUMAR CHOWDHARY,M,53.0,GEN,AAAP,Broom,3270,15,3285,1445354,0.2272799604802699
Telangana,TG,2014,Zahirabad,TANDALE AMBAJI RAO,M,45.0,GEN,IND,Slate,2321,2,2323,1445354,0.16072187159685447
Telangana,TG,2014,Zahirabad,BENJAMIN RAJU,M,43.0,GEN,IND,Grapes,4802,2,4804,1445354,0.33237532120158797
Telangana,TG,2014,Zahirabad,RAMA RAO,M,45.0,GEN,IND,Balloon,4426,0,4426,1445354,0.30622255862577613
Telangana,TG,2014,Zahirabad,None of the Above,,,,NOTA,NOTA,11157,33,11190,1445354,0.7742047968871294
Telangana,TG,2014,Medak,KALVAKUNTLA CHANDRASEKHAR RAO,M,60.0,GEN,TRS,Car,655484,2008,657492,1536166,42.80084313804628
Telangana,TG,2014,Medak,CHAGANLA NARENDRA NATH,M,49.0,GEN,BJP,Lotus,181177,627,181804,1536166,11.834918882464525
Telangana,TG,2014,Medak,Y. SHANKAR GOUD,M,50.0,GEN,BSP,Elephant,6633,10,6643,1536166,0.432440244088204
Telangana,TG,2014,Medak,DR.P. SHRAVAN KUMAR REDDY,M,39.0,GEN,INC,Hand,260202,261,260463,1536166,16.95539414360167
Telangana,TG,2014,Medak,IQBAL ALI ZAFAR,M,59.0,GEN,MBT,Balloon,5010,0,5010,1536166,0.32613662846333014
Telangana,TG,2014,Medak,KOMPELLI PRABHUDAS,M,48.0,SC,RPI(A),Sewing Machine,7599,0,7599,1536166,0.494673101735099
Telangana,TG,2014,Medak,"PRABHUGOUD, PULLAIAHGARI",M,45.0,GEN,YSRCP,Ceiling Fan,11744,8,11752,1536166,0.7650214885630849
Telangana,TG,2014,Medak,BOMMA BALESHAM,M,62.0,GEN,PPOI,Television,3296,1,3297,1536166,0.21462524232407176
Telangana,TG,2014,Medak,KUNDETI. RAVI.,M,40.0,GEN,IND,Camera,33507,0,33507,1536166,2.1812095828185236
Telangana,TG,2014,Medak,GAJABINKAR BANSILAL,M,49.0,GEN,IND,Basket containing Fruits,3281,0,3281,1536166,0.21358368822119483
Telangana,TG,2014,Medak,GURJADA BHEERAIAH YADAV,M,47.0,GEN,IND,Coconut,2050,3,2053,1536166,0.13364441082539258
Telangana,TG,2014,Medak,BALARAJU MITTAPALLY,M,43.0,GEN,IND,Carrom Board,2973,0,2973,1536166,0.19353377174081446
Telangana,TG,2014,Medak,MEKA. SUBBA RAO,M,37.0,SC,IND,Cup & Saucer,4441,0,4441,1536166,0.2890963606797703
Telangana,TG,2014,Medak,None of the Above,,,,NOTA,NOTA,10687,9,10696,1536166,0.6962789177732094
Telangana,TG,2014,Malkajgiri,KARUNAKAR.R,M,48.0,GEN,BSP,Elephant,6111,22,6133,3183083,0.19267483757099643
Telangana,TG,2014,Malkajgiri,CH.MALLA REDDY,M,56.0,GEN,TDP,Bicycle,522423,933,523356,3183083,16.441795579945605
Telangana,TG,2014,Malkajgiri,SARVEY SATHYANARAYANA,M,60.0,GEN,INC,Hand,232989,541,233530,3183083,7.336597883247153
Telangana,TG,2014,Malkajgiri,HANUMANTH RAO MYNAMPALLY,M,47.0,GEN,TRS,Car,493433,1757,495190,3183083,15.556930183724397
Telangana,TG,2014,Malkajgiri,DR.JAYAPRAKASH  NARAYAN .N,M,58.0,GEN,LSP,Whistle,157530,718,158248,3183083,4.971532316310948
Telangana,TG,2014,Malkajgiri,JAJULA BHASKAR,M,39.0,GEN,SHP,Auto- Rickshaw,7951,2,7953,3183083,0.24985210878886915
Telangana,TG,2014,Malkajgiri,V.DINESH REDDY,M,60.0,GEN,YSRCP,Ceiling Fan,114941,280,115221,3183083,3.6197925093376453
Telangana,TG,2014,Malkajgiri,DIVAKAR DHARANIKOTA SUDHAKAR,M,28.0,GEN,AIMIM,Almirah,18535,9,18544,3183083,0.582579844760567
Telangana,TG,2014,Malkajgiri,PADURI SRINIVAS REDDY,M,39.0,GEN,TLP,Gas Cylinder,793,9,802,3183083,0.025195698635568094
Telangana,TG,2014,Malkajgiri,BANDI SUDHAKAR,M,39.0,GEN,JaSPa,Chappals,4088,7,4095,3183083,0.12864886024021366
Telangana,TG,2014,Malkajgiri,MURARI.T.N,M,60.0,GEN,SHS,Bow & Arrow,1388,2,1390,3183083,0.04366835549057313
Telangana,TG,2014,Malkajgiri,SATHYANARAYANA YAADAV PEDDIBOYINA,M,40.0,GEN,BCBDP,Candles,593,3,596,3183083,0.018723985519698984
Telangana,TG,2014,Malkajgiri,SUTHARAPU PADMAIAH,M,60.0,GEN,APRSSP,Batsman,527,2,529,3183083,0.016619107952887183
Telangana,TG,2014,Malkajgiri,DR.N.V.SUDHA KIRAN,M,48.0,GEN,AAAP,Broom,8264,37,8301,3183083,0.2607849057030558
Telangana,TG,2014,Malkajgiri,SURAKANTI VENKAT REDDY,M,50.0,GEN,PPOI,Television,2048,1,2049,3183083,0.06437155424473695
Telangana,TG,2014,Malkajgiri,ANJANEYULU.E,M,28.0,GEN,IND,Bat,2675,2,2677,3183083,0.08410085442321172
Telangana,TG,2014,Malkajgiri,KANTE SAYANNA,M,35.0,GEN,IND,Stethoscope,2260,1,2261,3183083,0.07103176385912652
Telangana,TG,2014,Malkajgiri,KOYALKAR BHOJ RAJ,M,56.0,GEN,IND,Basket containing Fruits,1547,0,1547,3183083,0.04860068053519183
Telangana,TG,2014,Malkajgiri,GAJABINKAR BANSILAL,M,47.0,GEN,IND,Air Conditioner,1416,0,1416,3183083,0.04448517365082846
Telangana,TG,2014,Malkajgiri,DASARI BHARATH REDDY,M,28.0,GEN,IND,Cup & Saucer,1693,0,1693,3183083,0.053187428665856344
Telangana,TG,2014,Malkajgiri,PROF. K.NAGESHWAR,M,50.0,GEN,IND,Telephone,13037,202,13239,3183083,0.41591752398539406
Telangana,TG,2014,Malkajgiri,M.NAGESWARA RAO,M,60.0,GEN,IND,Letter Box,1264,37,1301,3183083,0.04087232409585298
Telangana,TG,2014,Malkajgiri,PEESARI SATISH REDDY,M,32.0,GEN,IND,Harmonium,1325,0,1325,3183083,0.04162631008993482
Telangana,TG,2014,Malkajgiri,POTTURI TULASI DAS,M,62.0,GEN,IND,Walking Stick,411,0,411,3183083,0.012912010148651482
Telangana,TG,2014,Malkajgiri,POLISETTY KRISHNA RAO,M,28.0,GEN,IND,Bottle,495,1,496,3183083,0.015582377211024656
Telangana,TG,2014,Malkajgiri,D.BIKSHAPATHI,M,40.0,GEN,IND,Camera,5715,2,5717,3183083,0.17960574700691123
Telangana,TG,2014,Malkajgiri,RAHUL PANDIT,M,48.0,GEN,IND,Battery Torch,897,2,899,3183083,0.028243058694982195
Telangana,TG,2014,Malkajgiri,VATTIKUTI RAMARAO GOUD,M,28.0,GEN,IND,Pen Nib with Seven Rays,1031,1,1032,3183083,0.03242139774551905
Telangana,TG,2014,Malkajgiri,M.T.VARUGHESE,M,50.0,GEN,IND,Gas Stove,1025,1,1026,3183083,0.03223290124699859
Telangana,TG,2014,Malkajgiri,B.VEERA HANUMANTHA REDDY,M,48.0,GEN,IND,Slate,775,0,775,3183083,0.02434746439222603
Telangana,TG,2014,Malkajgiri,None of the Above,,,,NOTA,NOTA,8666,26,8692,3183083,0.2730685941899724
Telangana,TG,2014,Secundrabad,M.ANJAN KUMAR YADAV,M,53.0,GEN,INC,Hand,183427,109,183536,1893741,9.691716026637222
Telangana,TG,2014,Secundrabad,KHAJA KHALID ANWAR,M,47.0,GEN,BSP,Elephant,2856,7,2863,1893741,0.15118223664165267
Telangana,TG,2014,Secundrabad,BANDARU DATTATREYA,M,66.0,GEN,BJP,Lotus,437860,411,438271,1893741,23.143133089477388
Telangana,TG,2014,Secundrabad,T.BHEEMSEN,M,65.0,GEN,TRS,Car,143696,151,143847,1893741,7.595917287527704
Telangana,TG,2014,Secundrabad,ABDUS SATTAR MUJAHED,M,48.0,GEN,ABML(S),Balloon,807,2,809,1893741,0.042719674971392604
Telangana,TG,2014,Secundrabad,DR.N.S.UDAY KUMAR,M,53.0,GEN,pjdl,Television,927,1,928,1893741,0.049003533218111656
Telangana,TG,2014,Secundrabad,KARANKOTE NARENDER,M,52.0,GEN,AIFB,Lion,474,0,474,1893741,0.025029821923906174
Telangana,TG,2014,Secundrabad,KUMAR CHOWDARY YADAV.G,M,55.0,GEN,sps,Bat,547,0,547,1893741,0.028884625722313668
Telangana,TG,2014,Secundrabad,KHAJA SIRAJUDDIN AZAZ,M,49.0,GEN,mmsp,Iron,957,2,959,1893741,0.05064050469414772
Telangana,TG,2014,Secundrabad,CHAYA RATAN MUSINIPALLY,F,61.0,SC,AAAP,Broom,11162,22,11184,1893741,0.5905770641286217
Telangana,TG,2014,Secundrabad,B.DEEPAK KUMAR,M,39.0,SC,RPI(KH),Candles,1813,0,1813,1893741,0.09573642858236686
Telangana,TG,2014,Secundrabad,NARLA MOHAN RAO,M,47.0,GEN,AIMIM,Kite,145095,25,145120,1893741,7.663138729108152
Telangana,TG,2014,Secundrabad,DR.MALATHI LATHA EPPA,F,29.0,GEN,JAP,Almirah,871,2,873,1893741,0.04609922898643479
Telangana,TG,2014,Secundrabad,CH. MURAHARI,M,55.0,GEN,SUCI,Glass Tumbler,552,2,554,1893741,0.029254264442708903
Telangana,TG,2014,Secundrabad,MOHD IMTIAZ HUSSAIN,M,35.0,GEN,IUML,Ladder,784,2,786,1893741,0.04150514774723682
Telangana,TG,2014,Secundrabad,RAGHU DESHABOINA,M,45.0,GEN,BMUP,Cot,1494,2,1496,1893741,0.07899707510161105
Telangana,TG,2014,Secundrabad,J.RAMULU,M,39.0,GEN,RSP,Spade & Stoker,2057,1,2058,1893741,0.10867378379620023
Telangana,TG,2014,Secundrabad,SHAKTHI SATYAVATHI,F,49.0,ST,PPOI,Battery Torch,638,0,638,1893741,0.03368992908745177
Telangana,TG,2014,Secundrabad,K. SRINIVASULU,M,42.0,GEN,JaSPa,Chappals,3688,3,3691,1893741,0.19490521671126093
Telangana,TG,2014,Secundrabad,SYED SAJID ALI,M,44.0,GEN,YSRCP,Ceiling Fan,45161,26,45187,1893741,2.386123551214237
Telangana,TG,2014,Secundrabad,K.SAI KRISHNA MOHAN RAO,M,53.0,GEN,ICSP,Trumpet,2599,4,2603,1893741,0.1374527984555438
Telangana,TG,2014,Secundrabad,SONU SARSAL VALMIKI,M,29.0,SC,TECPI,Auto- Rickshaw,2310,1,2311,1893741,0.12203358326191385
Telangana,TG,2014,Secundrabad,ANANTH RAO GUNDEPALLY,M,43.0,GEN,IND,Pen Nib with Seven Rays,779,0,779,1893741,0.04113550902684158
Telangana,TG,2014,Secundrabad,AVULA RANGANAYAKULU,M,60.0,GEN,IND,Telephone,1143,1,1144,1893741,0.06040952801887904
Telangana,TG,2014,Secundrabad,MICHAEL DANIEL OVELZ,M,41.0,GEN,IND,Pot,291,0,291,1893741,0.015366409662144928
Telangana,TG,2014,Secundrabad,MOHD ABUBAKAR PARWAIZ SIDDIQUI,M,38.0,GEN,IND,Gas Cylinder,322,0,322,1893741,0.01700338113818099
Telangana,TG,2014,Secundrabad,MOHAMMED RIZWAN HUSSAIN,M,32.0,GEN,IND,Coconut,370,0,370,1893741,0.019538046649462626
Telangana,TG,2014,Secundrabad,S. LAKSHMAN RAO,M,50.0,GEN,IND,Envelope,885,1,886,1893741,0.04678570089574023
Telangana,TG,2014,Secundrabad,SYED MADANI QUADRI,M,53.0,GEN,IND,Bread,376,0,376,1893741,0.01985487983837283
Telangana,TG,2014,Secundrabad,B.SUBRAMANYAM,M,60.0,GEN,IND,Camera,2480,1,2481,1893741,0.13101052361436966
Telangana,TG,2014,Secundrabad,None of the Above,,,,NOTA,NOTA,6567,5,6572,1893741,0.34703795291964423
Telangana,TG,2014,Hyderabad,S KRISHNA REDDY,M,51.0,GEN,INC,Hand,49301,9,49310,1823217,2.7045601264139156
Telangana,TG,2014,Hyderabad,DR.BHAGAVANTH RAO,M,61.0,GEN,BJP,Lotus,311336,78,311414,1823217,17.080468205375443
Telangana,TG,2014,Hyderabad,RASHID SHAREEF,M,53.0,GEN,TRS,Car,37190,5,37195,1823217,2.0400753174197037
Telangana,TG,2014,Hyderabad,VENU GOPAL.P,M,30.0,SC,BSP,Elephant,3100,0,3100,1823217,0.1700291298293072
Telangana,TG,2014,Hyderabad,ASADUDDIN OWAISI,M,43.0,GEN,AIMIM,Kite,513777,91,513868,1823217,28.184686737782723
Telangana,TG,2014,Hyderabad,S.KHAJA MOINUDDIN,M,45.0,GEN,AIACP,Batsman,1592,1,1593,1823217,0.08737303348970529
Telangana,TG,2014,Hyderabad,JAYA VINDHYALA,F,49.0,GEN,SP(I),Battery Torch,598,0,598,1823217,0.03279916762513733
Telangana,TG,2014,Hyderabad,BINGHI RAJASHEKAR,M,38.0,GEN,PPOI,Television,21796,0,21796,1823217,1.1954693270192194
Telangana,TG,2014,Hyderabad,BODDU SAINATH REDDY,M,36.0,GEN,YSRCP,Ceiling Fan,10735,8,10743,1823217,0.5892332070181443
Telangana,TG,2014,Hyderabad,N.MAHENDER SINGH,M,49.0,GEN,NBNP,Dao,485,0,485,1823217,0.026601331602327097
Telangana,TG,2014,Hyderabad,LUBNA SARWATH,F,49.0,GEN,AAAP,Broom,6118,0,6118,1823217,0.3355607149340973
Telangana,TG,2014,Hyderabad,SYED MUSTAFA MAHMOOD,M,45.0,GEN,MBT,Bat,2101,1,2102,1823217,0.11529071964554961
Telangana,TG,2014,Hyderabad,MD OSMAN,M,52.0,GEN,IND,BELT,728,0,728,1823217,0.039929421456688916
Telangana,TG,2014,Hyderabad,SHAIK MOIN,M,46.0,GEN,IND,Candles,626,0,626,1823217,0.03433491460424074
Telangana,TG,2014,Hyderabad,SYED ABDUL GAFFER,M,56.0,GEN,IND,Gas Cylinder,740,0,740,1823217,0.04058759873344753
Telangana,TG,2014,Hyderabad,M A HABEEB,M,37.0,GEN,IND,Carrom Board,5992,0,5992,1823217,0.32864985352813186
Telangana,TG,2014,Hyderabad,None of the Above,,,,NOTA,NOTA,5011,2,5013,1823217,0.2749535573659087
Andhra Pradesh,AP,2014,CHELVELLA,KONDA VISHWESHWAR REDDY,M,54.0,GEN,TRS,Car,431084,3993,435077,2185164,19.910496420405973
Andhra Pradesh,AP,2014,CHELVELLA,TULLA VEERENDER,M,31.0,GEN,TDP,Bicycle,352227,976,353203,2185164,16.16368382418894
Andhra Pradesh,AP,2014,CHELVELLA,PATLOLLA KARTIK REDDY,M,34.0,GEN,INC,Hand,360834,1220,362054,2185164,16.56873351382322
Andhra Pradesh,AP,2014,CHELVELLA,SAMALA RAVINDAR,M,46.0,GEN,BSP,Elephant,7713,19,7732,2185164,0.35384071859137345
Andhra Pradesh,AP,2014,CHELVELLA,KUMMARI GIRI,M,33.0,GEN,PPOI,Television,5787,2,5789,2185164,0.2649229073881869
Andhra Pradesh,AP,2014,CHELVELLA,KONDA RAGHAVA REDDY,M,54.0,GEN,YSRCP,Ceiling Fan,40069,66,40135,2185164,1.8367042473699917
Andhra Pradesh,AP,2014,CHELVELLA,DR.GOLLA RAMAIAH,M,73.0,GEN,TLP,Gas Cylinder,1737,28,1765,2185164,0.08077196951807737
Andhra Pradesh,AP,2014,CHELVELLA,CHAN PASHA,M,37.0,GEN,ABML(S),Kite,56832,3,56835,2185164,2.60094894479316
Andhra Pradesh,AP,2014,CHELVELLA,MD YUNUS MIYA,M,70.0,GEN,MCPI,Carrom Board,2901,3,2904,2185164,0.1328962036716695
Andhra Pradesh,AP,2014,CHELVELLA,REGATTE VENKAT REDDY,M,54.0,GEN,AAAP,Broom,7433,29,7462,2185164,0.34148466659710663
Andhra Pradesh,AP,2014,CHELVELLA,SYED HASHMATHULLAH QUADRI,M,45.0,GEN,IUML,Ladder,1399,12,1411,2185164,0.06457181245892757
Andhra Pradesh,AP,2014,CHELVELLA,DR. P. SADHU SATYANADHAN,M,61.0,GEN,ICSP,Trumpet,2487,58,2545,2185164,0.1164672308348481
Andhra Pradesh,AP,2014,CHELVELLA,SUTHARAPU PADMAIAH,M,61.0,GEN,APRSSP,Batsman,2211,3,2214,2185164,0.1013196263529877
Andhra Pradesh,AP,2014,CHELVELLA,G.MALLESHAM GOUD,M,38.0,GEN,IND,Auto- Rickshaw,24650,10,24660,2185164,1.1285194154763671
Andhra Pradesh,AP,2014,CHELVELLA,SANIKE RAM GOPAL YADAV,M,47.0,GEN,IND,Ring,2056,2,2058,2185164,0.09418057408963355
Andhra Pradesh,AP,2014,CHELVELLA,None of the Above,,,,NOTA,NOTA,9989,29,10018,2185164,0.4584552921428323
Telangana,TG,2014,Mahbubnagar,KADIRE KRISHNA,M,37.0,SC,BSP,Elephant,15690,89,15779,1418668,1.1122404960145713
Telangana,TG,2014,Mahbubnagar,DR. JANARDHAN REDDY NAGAM,M,65.0,GEN,BJP,Lotus,270102,2689,272791,1418668,19.228670837715377
Telangana,TG,2014,Mahbubnagar,JAIPAL REDDY SUDINI,M,72.0,GEN,INC,Hand,330167,1471,331638,1418668,23.37671675120606
Telangana,TG,2014,Mahbubnagar,AP JITHENDER REDDY,M,60.0,GEN,TRS,Car,332581,1647,334228,1418668,23.55928236909552
Telangana,TG,2014,Mahbubnagar,S.R.PREMAIAH,M,60.0,SC,PPOI,Auto- Rickshaw,30379,9,30388,1418668,2.1420092650288862
Telangana,TG,2014,Mahbubnagar,H.A. RAHMAN,M,44.0,GEN,YSRCP,Ceiling Fan,9065,40,9105,1418668,0.64179920883533
Telangana,TG,2014,Mahbubnagar,IBRAHIM SYED,M,44.0,GEN,IND,Almirah,4487,62,4549,1418668,0.32065289412321984
Telangana,TG,2014,Mahbubnagar,DR. CHANDRA SEKHAR. A,M,45.0,GEN,IND,Stethoscope,3983,50,4033,1418668,0.28428074785644003
Telangana,TG,2014,Mahbubnagar,S. SHIVA SHANKAR,M,45.0,GEN,IND,Air Conditioner,3242,10,3252,1418668,0.2292291078673798
